Ticket_ID,Cancellation_Time
0004S-679757_1,2.0
0004S-679757_2,2.0
0007S-703181_1,15.633333333333333
0007S-703181_2,15.633333333333333
0008S-696915_1,321.9
0018S-691637_1,0.016666666666666666
0020S-691639_1,358.73333333333335
0020S-691639_2,358.73333333333335
0027S-696924_1,32.85
0027S-696924_2,32.85
0029S-674241_1,32.61666666666667
0029S-674241_2,32.61666666666667
0035495500HTPT,182.58333333333334
0035S-702787_1,13.116666666666667
0037S-724408_1,14.066666666666666
0037S-724408_2,14.066666666666666
0038S-702789_1,13.083333333333334
0040671110GTPT,286.31666666666666
0040S-673749_1,152.71666666666667
0040S-673749_2,152.71666666666667
0048S-696523_1,11.65
0048S-696523_2,11.65
0049585400MAPT,1.85
004BE8-7100009226355,28.1
0050201710WAPT,127.73333333333333
0052S-702311_1,36.81666666666667
0052S-702311_2,36.81666666666667
0054276300BZPT,96.8
0067386810MAPT,354.25
0084819800TBPT,0.05
0088492100RPPT,49.416666666666664
0096446600QHPT,47.21666666666667
00BEBC-8000230657897,46.56666666666667
00FCF8-30100027694895,158.38333333333333
00FD4B-27000182889891,12.433333333333334
0100S-688425_1,32.11666666666667
0100S-688425_2,32.11666666666667
0100S-688425_3,32.11666666666667
0104S-708230_1,329.71666666666664
0104S-708230_2,329.71666666666664
010C16-19000207759978,49.53333333333333
0113S-693805_1,178.83333333333334
0113S-693805_2,178.83333333333334
0116S-699451_1,0.0
0127S-703215_1,55.983333333333334
0127S-703215_2,55.983333333333334
0131S-678002_1,104.23333333333333
0131S-678002_2,104.23333333333333
0132210200PQPT,47.21666666666667
0139730700LAPT,967.9833333333333
0144S-694225_1,127.73333333333333
0144S-694225_2,127.73333333333333
0148S-674941_1,276.55
0148S-674941_2,276.55
0151693400XPPT,22.3
0159S-702818_1,11.45
0159S-702818_2,11.45
01991B-22000245970412,158.4
01EF37-15000239612364,235.66666666666666
0211433260WLPT,0.016666666666666666
0211S-703637_1,0.43333333333333335
0211S-703637_2,0.43333333333333335
0230F5-26100008211405,126.76666666666667
0254S-693074_1,12.45
0254S-693074_2,12.45
0258S-702350_1,34.71666666666667
0258S-702350_2,34.71666666666667
0259S-678431_1,30.216666666666665
0259S-678431_2,30.216666666666665
0266302270CCPT,0.016666666666666666
0286DD-13000263930739,14.783333333333333
0299648210PYPT,0.016666666666666666
0305S-711752_1,73.68333333333334
0305S-711752_2,73.68333333333334
0312AF-19000139449941,723.5666666666667
0313E6-30100001366844,395.85
0324S-713386_1,13.3
0326962910SPPT,494.8333333333333
0327S-713387_1,108.06666666666666
0327S-713387_2,108.06666666666666
0346S-702357_1,59.983333333333334
0346S-702357_2,59.983333333333334
0359484410ZZPT,499.81666666666666
03764D-3000164239454,1.2166666666666666
038DCA-11000219092771,144.0
039F2F-15000228480799,50.233333333333334
03FF9E-9100038270753,23.483333333333334
0402S-693076_1,62.15
0402S-693076_2,62.15
040F44-1000224784386,339.18333333333334
0421140210GSPT,152.26666666666668
0424963930LPPT,0.016666666666666666
0431123610LDPT,0.5833333333333334
045D84-15000232429108,65.56666666666666
0472493500BKPT,0.1
04890C-19000157240409,66.88333333333334
04B69E-14000218736494,37.983333333333334
04CF5E-27100033017430,63.35
0502715500PRPT,0.03333333333333333
0518801900YVPT,65.58333333333333
0521147700FMPT,0.43333333333333335
053CB8-6000215683139,47.7
053F78-32000185077186,19.2
0571804300LPPT,0.26666666666666666
0586932200TLPT,11.1
0597340400BZPT,70.6
0601670210HKPT,6.866666666666666
0606576510FLPT,173.33333333333334
0614102600RVPT,96.8
0625615810ALPT,14.6
0639818800FSPT,6.45
0658393210HZPT,0.016666666666666666
0660019510LBPT,336.35
06610F-11000166386526,87.76666666666667
06610F-17100036287098,158.15
06A9FA-30000162102344,207.0
0724963000JYPT,53.03333333333333
0745S-701241_1,101.9
0745S-701241_2,101.9
075-9204-101,14.966666666666667
075-9204-102,14.966666666666667
0756419910VGPT,94.21666666666667
0756S-709341_1,220.36666666666667
0757F2-11000181642168,40.666666666666664
076-0258-201,44.733333333333334
076-0258-202,44.733333333333334
076-0258-203,44.733333333333334
076-0724-101,0.03333333333333333
076-0724-102,0.03333333333333333
076-3749-201,21.716666666666665
076-3749-202,21.716666666666665
076-6386-201,0.45
076-6386-202,0.45
076-7911-901,679.9833333333333
076-7911-902,679.9833333333333
0766593010GKPT,3.7
077-0016-301,288.18333333333334
077-0016-302,288.18333333333334
077-1654-201,103.1
077-1969-201,94.83333333333333
077-1969-202,94.83333333333333
077-2320-101,127.31666666666666
077-2320-102,127.31666666666666
077-2740-201,47.333333333333336
077-2740-202,47.333333333333336
077-2757-101,93.58333333333333
077-2757-102,93.58333333333333
077-3199-701,18.566666666666666
077-3199-702,18.566666666666666
077-3283-201,13.816666666666666
077-3283-202,13.816666666666666
077-3549-401,0.2
077-3758-001,2.2666666666666666
077-3758-002,2.2666666666666666
077-3831-801,2.216666666666667
077-3831-802,2.216666666666667
077-4048-701,0.2833333333333333
077-4048-702,0.2833333333333333
077-4228-201,23.883333333333333
077-4228-202,23.883333333333333
077-4505-901,55.65
077-4768-401,369.0833333333333
077-4768-402,369.0833333333333
077-4978-701,0.03333333333333333
077-4978-702,0.03333333333333333
077-5047-301,44.63333333333333
077-5047-302,44.63333333333333
077-5050-901,0.11666666666666667
077-5050-902,0.11666666666666667
077-5183-101,52.9
077-5183-102,52.9
077-5430-701,0.21666666666666667
077-5430-702,0.21666666666666667
077-5498-101,0.18333333333333332
077-5498-102,0.18333333333333332
077-5604-201,0.0
077-5604-202,0.0
077-5634-701,100.66666666666667
077-5634-702,100.66666666666667
077-5665-101,0.05
077-5665-102,0.05
077-5692-301,21.783333333333335
077-5692-302,21.783333333333335
077-5844-701,0.03333333333333333
077-5969-701,1.75
077-5969-702,1.75
077-6591-401,1.6333333333333333
077-6592-401,1.6333333333333333
077-6592-402,1.6333333333333333
077-6668-101,0.1
077-6668-102,0.1
077-6680-601,0.16666666666666666
077-6680-602,0.16666666666666666
077-6855-301,105.4
077-6855-302,105.4
077-6956-201,96.81666666666666
077-6956-202,96.81666666666666
077-6993-601,0.0
077-6993-602,0.0
077-7062-701,35.36666666666667
077-7062-702,35.36666666666667
077-7231-601,317.1166666666667
077-7231-602,317.1166666666667
077-7293-301,98.8
077-7544-701,0.45
077-7544-702,0.45
077-8110-601,0.016666666666666666
077-8110-602,0.016666666666666666
077-8699-001,0.18333333333333332
077-8699-002,0.18333333333333332
077-8700-301,0.03333333333333333
077-9407-001,3.45
077-9407-002,3.45
077-9688-301,99.31666666666666
077-9688-302,99.31666666666666
077-9897-501,0.15
077-9898-501,0.15
077-9959-501,13.283333333333333
0778217710GKPT,0.11666666666666667
078-0782-001,20.533333333333335
078-0782-002,20.533333333333335
078-0882-001,0.06666666666666667
078-0882-002,0.06666666666666667
078-0923-501,0.6333333333333333
078-0923-502,0.6333333333333333
078-1640-701,25.283333333333335
078-1640-702,25.283333333333335
078-2563-901,1.1833333333333333
078-2741-701,0.1
078-2741-702,0.1
078-3592-201,121.3
078-3592-202,121.3
078-3758-501,14.083333333333334
078-3758-502,14.083333333333334
078-3805-901,0.1
078-3805-902,0.1
078-3817-201,0.08333333333333333
078-3817-202,0.08333333333333333
078-4254-201,0.016666666666666666
078-4254-202,0.016666666666666666
078-4430-601,32.88333333333333
078-4430-602,32.88333333333333
078-4431-601,32.88333333333333
078-4431-602,32.88333333333333
078-4804-001,263.3666666666667
078-4804-002,263.3666666666667
078-5223-401,4.9
078-5223-402,4.9
078-5223-403,4.9
078-5223-404,4.9
078-5419-601,200.13333333333333
078-5419-602,200.13333333333333
078-6183-201,191.48333333333332
078-6219-801,60.38333333333333
078-6219-802,60.38333333333333
078-6219-803,60.38333333333333
078-6219-804,60.38333333333333
078-6219-805,60.38333333333333
078-6219-806,60.38333333333333
078-6219-807,60.38333333333333
078-6219-808,60.38333333333333
078-6219-809,60.38333333333333
078-6219-810,60.38333333333333
078-6219-811,60.38333333333333
078-6242-801,95.3
078-6242-802,95.3
078-6454-601,394.81666666666666
078-6454-602,394.81666666666666
078-6457-901,1.1333333333333333
078-6457-902,1.1333333333333333
078-6701-501,23.516666666666666
078-6701-502,23.516666666666666
078-6854-001,14.333333333333334
078-6854-002,14.333333333333334
078-6854-003,14.333333333333334
078-6854-004,14.333333333333334
078-6854-005,14.333333333333334
078-6854-006,14.333333333333334
078-6854-007,14.333333333333334
078-7464-101,13.35
078-7464-102,13.35
078-7481-501,0.4
078-7481-502,0.4
078-7481-503,0.4
078-7953-001,109.03333333333333
078-7953-002,109.03333333333333
078-8461-301,0.45
078-8461-302,0.45
078-9077-301,19.666666666666668
078-9077-302,19.666666666666668
078-9169-901,0.13333333333333333
078-9169-902,0.13333333333333333
078-9231-501,60.28333333333333
078-9231-502,60.28333333333333
078-9231-503,60.28333333333333
078-9486-601,2.9
078-9486-602,2.9
078-9817-001,36.53333333333333
078-9817-002,36.53333333333333
078-9952-001,5.433333333333334
078-9952-002,5.433333333333334
079-0339-501,0.05
079-0339-502,0.05
079-0567-001,52.31666666666667
079-0567-002,52.31666666666667
079-0567-003,52.31666666666667
079-0567-004,52.31666666666667
079-0694-201,0.4666666666666667
079-0694-202,0.4666666666666667
079-0795-701,70.95
079-0795-702,70.95
079-1242-201,0.03333333333333333
079-1279-001,41.65
079-1279-002,41.65
079-1322-501,0.75
079-1322-502,0.75
079-1466-701,28.45
079-1466-702,28.45
079-1490-201,123.83333333333333
079-1490-202,123.83333333333333
079-1597-401,153.9
079-1597-402,153.9
079-2419-401,0.03333333333333333
079-2557-701,0.3333333333333333
079-2557-702,0.3333333333333333
079-3232-801,0.016666666666666666
079-3232-802,0.016666666666666666
079-3343-001,22.383333333333333
079-3343-002,22.383333333333333
079-4029-201,13.466666666666667
079-4029-202,13.466666666666667
079-4146-001,45.85
079-4146-002,45.85
079-4146-003,45.85
079-4451-401,0.6666666666666666
079-4451-402,0.6666666666666666
079-4478-601,16.433333333333334
079-4478-602,16.433333333333334
079-4569-501,5.883333333333334
079-4569-502,5.883333333333334
